id,price_usd
3632,385595.072806
3633,168846.544935
2263404,209621.155237
2263405,217561.181709
2263406,241017.397691
2263407,217561.181709
2263408,217561.181709
2263409,217561.181709
2263410,193341.459925
2263411,193785.010882
2263412,193785.010882
2263413,193785.010882
2263415,277576.27373
2263416,496523.29773
2263417,120780.767498
2263418,120780.767498
2263419,120780.767498
2263420,120780.767498
2263421,120780.767498
2263422,120780.767498
2263423,120780.767498
2263424,120780.767498
2263425,142282.298815
2263426,144236.98348
2263427,144236.98348
2263428,144236.98348
2263429,144236.98348
2263430,120780.767498
2263431,120780.767498
2263432,122373.086089
2263433,122373.086089
2263434,122373.086089
2263436,122373.086089
2263437,122373.086089
2263438,120780.767498
2263439,122373.086089
2263440,122373.086089
2263441,120780.767498
2263442,120780.767498
2263443,120780.767498
2263444,120780.767498
2263445,299717.766019
2263453,257005.606105
2263460,293135.329959
2263461,293135.329959
2263464,169772.018707
2263467,205925.294336
2263471,201342.982725
2263472,201342.982725
2263476,218691.570739
2263477,371911.380488
2263480,271943.90019
2263482,263524.586253
2263633,653942.801826
2263638,142129.765313
2263652,586543.533722
2264067,10648.2441025
2264075,192495.681606
2264078,190267.588468
2264079,171295.497808
2264080,622915.746155
2264151,60050.060463
2264153,64112.6848191
2264155,486728.484077
2264158,129328.496489
2264162,79617.0400171
2264164,115885.017337
2264168,126226.888864
2264173,115885.017337
2264178,219696.864517
2264183,170225.601335
2264189,201921.273061
2264198,15052.262711
2264199,52721.0784826
2264206,170225.601335
2264212,170225.601335
2264215,170225.601335
2264218,170225.601335
2264219,367608.489629
2264221,170225.601335
2264227,107675.69205
2264229,367608.489629
2264234,62717.9447519
2264240,31719.2557592
2264242,123029.711066
2264248,149103.275096
2264249,263443.514176
2264259,271585.899605
2264265,66627.3140822
2264270,260938.2185
2264272,48915.6770374
2264274,292737.231204
2264284,173468.523216
2264285,89417.0826145
2264286,89417.0826145
2264290,545375.40332
2264296,330125.041186
2264298,270067.636618
2264305,92297.5222635
2264312,280220.461419
2264318,291075.012618
2264320,156012.128031
2264323,387781.031328
2264376,387781.031328
2264474,444267.498949
2264479,135948.74229
2264482,131494.237905
2264491,125188.343904
2264514,109217.728602
2264518,168545.75422
2264525,152037.779219
2264537,136416.26536
2264545,82414.2640933
2264549,42137.9353013
2264569,42669.8225261
2264570,44624.5071912
2264571,42669.8225261
2264572,44624.5071912
2264573,46579.1918564
2264574,101231.941388
2264575,25895.6781279
2264576,44624.5071912
2264577,46579.1918564
2264578,89582.2544896
2264589,453027.733964
2264598,170225.601335
2264600,170225.601335
2264603,170225.601335
2264604,170225.601335
2264607,170225.601335
2264610,170225.601335
2264617,211769.119784
2264618,183275.666336
2264619,285184.660417
2264629,161369.937823
2264633,111558.497613
2264637,13190.1847006
2264686,262091.267149
2264690,138618.922322
2264695,211333.106201
2264699,240575.062569
2264702,86053.9816896
2264709,94622.9428855
2264714,98947.7755978
2264717,150389.498776
2264718,202337.019935
2264723,243892.995566
2264731,168545.473264
2264732,677710.353747
2264733,534518.562171
2264734,391025.583282
2264735,185209.625166
2264736,683051.223618
2264737,385691.652365
2264744,683051.223618
2264745,301986.298193
2264747,683051.223618
2264756,112496.415172
2264763,138368.89818
2264770,123715.381202
2264773,262030.057645
2264774,262030.057645
2264780,156788.194738
2264785,214296.626877
2264795,26444.9482834
2264796,243827.254662
2264798,156772.675573
2264799,326995.747389
2264800,123199.21532
2264801,193291.401736
2264807,218700.024147
2264808,196972.700203
2264811,330881.654169
2264812,263431.978818
2264813,59722.9469528
2264818,263431.978818
2264835,334264.925071
2264838,121530.296731
2264847,385665.763496
2264851,234374.270943
2264878,71368.4980476
2264880,396662.428722
2264888,151158.071969
2264890,27622.5383159
2264893,224489.225186
2264896,246263.198994
2264920,254081.937654
2264924,129987.456056
2264925,119265.587873
2264927,281919.388805
2264929,265810.045645
2264940,207169.505691
2264943,197396.082365
2264946,187622.659039
2264952,459857.463012
2264960,155401.877469
2264970,381250.936222
2264971,207169.505691
2264975,187622.659039
2264976,293163.705023
2264981,78473.6302792
2264986,422244.425708
2264989,143740.442378
2264992,607633.177363
2264994,133079.04793
2264997,215495.217286
2265009,320788.632288
2265015,130596.692485
2265019,660634.519772
2265023,288314.266893
2265028,90066.2411493
2265029,241443.804755
2265031,514920.252617
2265038,35705.3308103
2265045,614955.972409
2265046,351049.48083
2265055,392427.008481
2265057,336819.981062
2265059,301335.547756
2265060,307601.893543
2265063,189513.730633
2265085,159811.559388
2265086,153955.708067
2265087,171531.588844
2265097,255003.152099
2265098,111501.082691
2265133,185657.276039
2265145,603404.00905
2265155,248870.076882
2265180,142356.026619
2265183,204265.279513
2265192,107478.885145
2265193,481100.943395
2265194,348673.912545
2265195,434366.034983
2265196,464820.392449
2265220,137931.308417
2265226,197301.307719
2265230,627627.548975
2265232,207647.926262
2265236,330605.118681
2265246,78473.6302792
2265257,125669.96373
2265258,199867.420639
2265259,84065.6406351
2265263,97918.1528779
2265267,143486.757908
2265270,142163.905842
2265513,215078.662127
2265537,518968.454007
2265542,214000.787762
2265545,367541.192265
2265547,335573.232541
2265549,37876.906639
2265551,452223.482317
2265552,34873.1131917
2265553,34873.1131917
2265554,34873.1131917
2265555,32918.4285265
2265556,94017.0200385
2265557,32918.4285265
2265558,32918.4285265
2265559,58329.3291734
2265560,58329.3291734
2265561,58329.3291734
2265562,58329.3291734
2265563,91558.9684809
2265564,91558.9684809
2265565,91558.9684809
2265566,91558.9684809
2265567,93513.653146
2265568,93513.653146
2265569,93513.653146
2265570,85329.6364903
2265571,37876.906639
2265572,37876.906639
2265573,37876.906639
2265574,37876.906639
2265599,349357.789081
2265603,196032.223057
2265606,35283.9537163
2265607,102330.965966
2265610,127684.685499
2265611,37184.6160586
2265613,79342.8940269
2265614,77791.5626341
2265626,145952.552332
2265630,184882.68747
2265631,239655.48493
2265632,109521.350044
2265636,381242.345084
2265638,127979.471317
2265639,190512.368815
2265642,199507.358807
2265670,153276.664558
2265671,189072.589113
2265672,150123.560941
2265674,513292.650745
2265675,248677.234249
2265676,193670.388571
2265677,152812.454364
2265678,100317.937665
2265681,201845.736648
2265683,172435.192964
2265684,172328.646595
2265685,149591.333216
2265687,322239.830584
2265688,132825.322124
2265689,132825.322124
2265690,142193.754212
2265691,132825.322124
2265692,132825.322124
2265693,132825.322124
2265694,132825.322124
2265695,132825.322124
2265696,132825.322124
2265697,136734.691455
2265698,136734.691455
2265699,136734.691455
2265700,136734.691455
2265701,132825.322124
2265702,136734.691455
2265703,136734.691455
2265704,136734.691455
2265705,136734.691455
2265706,136734.691455
2265707,136734.691455
2265708,713451.411846
2265710,233809.757202
2265711,161006.168811
2265712,166054.961432
2265719,309694.300558
2265721,145612.474798
2265729,241999.873156
2265733,167506.783523
2265734,133154.621209
2265755,28108.7166621
2265756,14931.5416344
2265757,14931.5416344
2265758,67313.2861903
2265767,62342.0384844
2265768,62342.0384844
2265779,503946.978044
2265780,99959.9310339
2265781,109512.779585
2265784,264378.838092
2265785,203783.613473
2265786,384883.602273
2265787,516104.384262
2265788,186533.170078
2265789,263979.327549
2265790,177383.179051
2265791,177383.179051
2265793,335859.960142
2265794,336717.046901
2265795,336717.046901
2265798,336717.046901
2265799,336717.046901
2265800,336717.046901
2265801,336717.046901
2265804,159810.771437
2265805,144251.715209
2265809,251173.15817
2265810,157650.386787
2265813,179998.396676
2265816,182066.501102
2265817,57177.8208027
2265818,54792.7316592
2265822,488005.886664
2265824,682477.61134
2265830,38858.8231701
2265831,160023.285122
2265833,211186.102033
2265834,211186.102033
2265851,597087.219435
2265853,171815.844237
2265857,124787.587875
2265868,261339.391583
2265869,194773.264856
2265870,224093.534833
2265871,224093.534833
2265872,224093.534833
2265873,224093.534833
2265874,224093.534833
2265876,187740.881436
2265877,203378.358757
2265879,442392.067244
2265881,137661.105733
2265886,230135.592609
2265887,351514.628785
2265888,290162.823458
2265889,134557.931239
2265926,114875.539692
2265927,52210.808595
2265928,52210.808595
2265929,52210.808595
2265930,52210.808595
2265931,60981.1617129
2265932,128969.590597
2265933,580950.082036
2265934,521884.153728
2265936,137545.496519
2265937,137672.273416
2265938,137672.273416
2265946,128338.592542
2265954,329013.36913
2265955,143650.122344
2265957,432747.662969
2265959,455974.586253
2265963,521302.622913
2265964,117724.73591
2265966,168483.701203
2265967,168483.701203
2265968,388691.373067
2265974,11583.0320785
2265978,664356.662663
2265980,77903.3637552
2265981,577402.375436
2265982,543188.55465
2265983,208840.05107
2265984,139247.623359
2265988,159800.32064
2265989,99960.6529748
2265991,232491.667633
2266020,212355.828547
2266031,151533.00472
2266032,281303.572827
2266064,121388.557125
2266079,309935.237974
2266080,309935.237974
2266083,320726.320807
2266084,320726.320807
2266102,233551.274235
2266105,320726.320807
2266106,320726.320807
2266109,349236.451101
2266110,349236.451101
2266113,88847.8852429
2266114,88847.8852429
2266117,121653.677521
2266118,121653.677521
2266121,172717.831643
2266156,265384.712065
2266158,348318.581218
2266159,115124.564552
2266171,265074.697664
2266172,265074.697664
2266177,46505.9274533
2266178,46505.9274533
2266179,46505.9274533
2266180,46505.9274533
2266189,63164.3993647
2266190,63164.3993647
2266244,309935.237974
2266245,309935.237974
2266254,225446.128912
2266255,225446.128912
2266258,307194.789949
2266259,307194.789949
2266260,398245.534536
2266261,398245.534536
2266262,191868.394706
2266263,191868.394706
2266277,343145.62564
2266278,309935.237974
2266279,309935.237974
2266284,199992.325925
2266285,199992.325925
2266294,63436.9845961
2266297,332934.999599
2266316,297726.559182
2266317,297726.559182
2266320,108688.640418
2266321,108688.640418
2266322,98367.509233
2266323,98367.509233
2266334,368885.83529
2266335,368885.83529
2266342,450516.189076
2266348,755709.088476
2266352,31753.4626574
2266353,31753.4626574
2266356,34221.7389939
2266357,34221.7389939
2266366,320726.320807
2266367,320726.320807
2266373,14927.3362635
2266374,14927.3362635
2266378,269317.191072
2266444,127766.200303
2266446,309935.237974
2266447,687741.56378
2266449,22980.725482
2266452,30004.5697958
2266454,23013.1838295
2266455,249920.209658
2266467,95067.8515236
2266469,299856.62209
2266477,222992.08755
2266478,56099.756535
2266481,83770.5344053
2266483,22980.725482
2266485,76893.6857061
2266486,294011.35399
2266487,294011.35399
2266489,287647.943298
2266503,274599.652203
2266519,71374.2535378
2266523,209460.556692
