id,price_usd
3632,2600000
3633,120000
2263404,0
2263405,0
2263406,0
2263407,0
2263408,0
2263409,0
2263410,0
2263411,0
2263412,0
2263413,0
2263415,0
2263416,735000
2263417,0
2263418,0
2263419,0
2263420,0
2263421,0
2263422,0
2263423,0
2263424,0
2263425,0
2263426,0
2263427,0
2263428,0
2263429,0
2263430,0
2263431,0
2263432,0
2263433,0
2263434,0
2263436,0
2263437,0
2263438,0
2263439,0
2263440,0
2263441,0
2263442,0
2263443,0
2263444,0
2263445,0
2263453,0
2263460,0
2263461,0
2263464,0
2263467,0
2263471,106666
2263472,106666
2263476,0
2263477,228583
2263480,0
2263482,0
2263633,430000
2263638,0
2263652,357000
2264067,0
2264075,0
2264078,0
2264079,0
2264080,490000
2264151,0
2264153,76666
2264155,320000
2264158,0
2264162,0
2264164,0
2264168,0
2264173,0
2264178,0
2264183,0
2264189,0
2264198,76666
2264199,94000
2264206,0
2264212,0
2264215,0
2264218,0
2264219,0
2264221,0
2264227,0
2264229,0
2264234,0
2264240,0
2264242,0
2264248,0
2264249,0
2264259,0
2264265,0
2264270,0
2264272,55893
2264274,0
2264284,0
2264285,0
2264286,0
2264290,0
2264296,0
2264298,0
2264305,0
2264312,255000
2264318,0
2264320,0
2264323,520000
2264376,520000
2264474,0
2264479,0
2264482,0
2264491,90000
2264514,0
2264518,0
2264525,0
2264537,0
2264545,0
2264549,0
2264569,0
2264570,0
2264571,0
2264572,0
2264573,0
2264574,0
2264575,0
2264576,0
2264577,0
2264578,0
2264589,228583
2264598,0
2264600,0
2264603,0
2264604,0
2264607,0
2264610,0
2264617,0
2264618,0
2264619,0
2264629,94000
2264633,94000
2264637,0
2264686,0
2264690,0
2264695,0
2264699,0
2264702,166954
2264709,0
2264714,0
2264717,0
2264718,0
2264723,191000
2264731,0
2264732,2966666
2264733,1250000
2264734,0
2264735,0
2264736,1997000
2264737,883333
2264744,1997000
2264745,0
2264747,1997000
2264756,0
2264763,136000
2264770,0
2264773,0
2264774,0
2264780,299000
2264785,0
2264795,120000
2264796,0
2264798,299000
2264799,0
2264800,0
2264801,0
2264807,0
2264808,0
2264811,341666
2264812,0
2264813,135000
2264818,0
2264835,0
2264838,0
2264847,21697
2264851,0
2264878,0
2264880,360000
2264888,0
2264890,16666
2264893,0
2264896,0
2264920,0
2264924,0
2264925,0
2264927,0
2264929,0
2264940,0
2264943,0
2264946,0
2264952,476000
2264960,154333
2264970,0
2264971,0
2264975,0
2264976,0
2264981,0
2264986,460000
2264989,147000
2264992,516666
2264994,0
2264997,0
2265009,210000
2265015,0
2265019,420000
2265023,201666
2265028,0
2265029,0
2265031,590000
2265038,0
2265045,716666
2265046,0
2265055,401951
2265057,330000
2265059,0
2265060,0
2265063,0
2265085,0
2265086,0
2265087,0
2265097,0
2265098,0
2265133,0
2265145,509000
2265155,0
2265180,0
2265183,0
2265192,0
2265193,313333
2265194,349666
2265195,320000
2265196,313333
2265220,0
2265226,97000
2265230,396666
2265232,93666
2265236,0
2265246,0
2265257,0
2265258,0
2265259,0
2265263,0
2265267,0
2265270,0
2265513,0
2265537,330000
2265542,0
2265545,343333
2265547,0
2265549,0
2265551,220000
2265552,0
2265553,0
2265554,0
2265555,0
2265556,0
2265557,0
2265558,0
2265559,0
2265560,0
2265561,0
