id,price_usd
3632,385423.221269
3633,180347.680656
2263404,217399.767487
2263405,217801.698238
2263406,241318.525895
2263407,217801.698238
2263408,217801.698238
2263409,217801.698238
2263410,174450.912935
2263411,174133.439978
2263412,174133.439978
2263413,174133.439978
2263415,267454.650263
2263416,503923.291307
2263417,121601.60113
2263418,121601.60113
2263419,121601.60113
2263420,121601.60113
2263421,121601.60113
2263422,121601.60113
2263423,121601.60113
2263424,121601.60113
2263425,143158.693149
2263426,145118.428787
2263427,145118.428787
2263428,145118.428787
2263429,145118.428787
2263430,121601.60113
2263431,121601.60113
2263432,123204.745504
2263433,123204.745504
2263434,123204.745504
2263436,123204.745504
2263437,123204.745504
2263438,121601.60113
2263439,123204.745504
2263440,123204.745504
2263441,121601.60113
2263442,121601.60113
2263443,121601.60113
2263444,121601.60113
2263445,307315.721289
2263453,237406.194964
2263460,278742.076406
2263461,278742.076406
2263464,151409.966837
2263467,208637.360553
2263471,197248.650916
2263472,197248.650916
2263476,217413.796097
2263477,375913.319436
2263480,270557.278945
2263482,273238.500616
2263633,645068.710636
2263638,149755.901719
2263652,585651.202261
2264067,14533.128918
2264075,191958.271199
2264078,195489.962667
2264079,172717.429987
2264080,605791.402628
2264151,60957.6707457
2264153,74325.6823382
2264155,489357.598777
2264158,131487.933157
2264162,85497.6295745
2264164,118276.768548
2264168,133097.721905
2264173,118276.768548
2264178,219957.327708
2264183,164023.024748
2264189,202371.373508
2264198,21431.1084687
2264199,54074.8507069
2264206,164023.024748
2264212,164023.024748
2264215,164023.024748
2264218,164023.024748
2264219,375421.723866
2264221,164023.024748
2264227,101311.484328
2264229,375421.723866
2264234,56237.5646511
2264240,31955.8504736
2264242,123757.597238
2264248,149213.986142
2264249,244246.25574
2264259,282074.619391
2264265,60157.0359274
2264270,261427.618581
2264272,47867.1531362
2264274,289828.913703
2264284,173050.972494
2264285,88782.340054
2264286,88782.340054
2264290,523997.918172
2264296,335817.310668
2264298,272988.00227
2264305,89330.4163439
2264312,263947.252931
2264318,294115.496151
2264320,158586.349623
2264323,396756.413527
2264376,396756.413527
2264474,432368.154848
2264479,140429.199004
2264482,127208.241088
2264491,132276.98955
2264514,112535.945015
2264518,167710.354108
2264525,151977.974717
2264537,132691.031602
2264545,83383.3024994
2264549,43841.8258377
2264569,43014.1799345
2264570,44973.9155727
2264571,43014.1799345
2264572,44973.9155727
2264573,46933.6512108
2264574,97415.7901156
2264575,20989.3828596
2264576,44973.9155727
2264577,46933.6512108
2264578,90047.8352496
2264589,458991.280536
2264598,164023.024748
2264600,164023.024748
2264603,164023.024748
2264604,164023.024748
2264607,164023.024748
2264610,164023.024748
2264617,217047.054687
2264618,183883.658957
2264619,287485.974324
2264629,158083.799253
2264633,105848.815966
2264637,11733.3409456
2264686,270823.200983
2264690,149977.770213
2264695,218709.320038
2264699,243241.462439
2264702,93944.7338454
2264709,97139.4268305
2264714,102321.228499
2264717,130998.529394
2264718,235892.361626
2264723,242306.730396
2264731,171605.654245
2264732,678759.525875
2264733,534293.886472
2264734,381995.575886
2264735,185159.026319
2264736,664568.346492
2264737,363911.174092
2264744,664568.346492
2264745,304708.66225
2264747,664568.346492
2264756,119118.501658
2264763,140620.854026
2264770,124338.544558
2264773,259043.972975
2264774,259043.972975
2264780,162427.875333
2264785,212932.106722
2264795,33065.895324
2264796,251099.801277
2264798,162412.209146
2264799,328451.445581
2264800,131362.104686
2264801,175942.811935
2264807,219689.38272
