id,price_usd
3632,380252.714484
3633,176846.638432
2263404,194856.803015
2263405,213554.609458
2263406,237111.850308
2263407,213554.609458
2263408,213554.609458
2263409,213554.609458
2263410,184723.42235
2263411,180625.548148
2263412,180625.548148
2263413,180625.548148
2263415,255050.105054
2263416,506756.343806
2263417,117608.766408
2263418,117608.766408
2263419,117608.766408
2263420,117608.766408
2263421,117608.766408
2263422,117608.766408
2263423,117608.766408
2263424,117608.766408
2263425,139202.903854
2263426,141166.007258
2263427,141166.007258
2263428,141166.007258
2263429,141166.007258
2263430,117608.766408
2263431,117608.766408
2263432,119189.542521
2263433,119189.542521
2263434,119189.542521
2263436,119189.542521
2263437,119189.542521
2263438,117608.766408
2263439,119189.542521
2263440,119189.542521
2263441,117608.766408
2263442,117608.766408
2263443,117608.766408
2263444,117608.766408
2263445,289236.826772
2263453,241979.420708
2263460,269734.971234
2263461,269734.971234
2263464,151627.952498
2263467,198746.267929
2263471,200145.127284
2263472,200145.127284
2263476,213236.006738
2263477,373417.857583
2263480,266051.732148
2263482,257304.834564
2263633,638692.178428
2263638,135299.792253
2263652,583434.212586
2264067,11444.1278041
2264075,191204.426162
2264078,189183.609981
2264079,171738.461252
2264080,613515.355652
2264151,57834.96343
2264153,57479.3594751
2264155,488845.686005
2264158,126107.594989
2264162,78617.9431781
2264164,115810.880735
2264168,124141.092636
2264173,115810.880735
2264178,214203.609569
2264183,174021.815447
2264189,196285.076366
2264198,14566.8622191
2264199,51567.012726
2264206,174021.815447
2264212,174021.815447
2264215,174021.815447
2264218,174021.815447
2264219,374590.850212
2264221,174021.815447
2264227,111202.506513
2264229,374590.850212
2264234,66051.1282174
2264240,33160.7119392
2264242,120292.779704
2264248,146420.619047
2264249,260725.067343
2264259,279479.010045
2264265,69977.3350257
2264270,255398.686514
2264272,41511.9430406
2264274,292299.874714
2264284,173398.248787
2264285,88984.8024081
2264286,88984.8024081
2264290,535144.505413
2264296,327208.269393
2264298,265108.589797
2264305,91575.3624329
2264312,274892.876654
2264318,301703.18621
2264320,153790.333825
2264323,384339.885359
2264376,384339.885359
2264474,422385.375073
2264479,127013.051276
2264482,130832.176617
2264491,121631.963018
2264514,107449.239988
2264518,168235.142496
2264525,149994.106608
2264537,132305.162188
2264545,78451.0719129
2264549,37810.6229528
2264569,39273.5554396
2264570,41059.2632454
2264571,39273.5554396
2264572,41059.2632454
2264573,43022.3666496
2264574,96969.300913
2264575,20060.6710617
2264576,41059.2632454
2264577,43022.3666496
2264578,86210.6415413
2264589,451680.133518
2264598,174021.815447
2264600,174021.815447
2264603,174021.815447
2264604,174021.815447
2264607,174021.815447
2264610,174021.815447
2264617,210777.747427
2264618,177787.046379
2264619,299353.284438
2264629,160693.375493
2264633,110886.864289
2264637,9793.33100164
2264686,259496.877222
2264690,129682.35437
2264695,200289.518405
2264699,255138.854981
2264702,83324.9852184
2264709,88592.6858858
2264714,99536.757261
2264717,137393.036066
2264718,214643.094178
2264723,240911.683579
2264731,164793.523409
2264732,673740.876446
2264733,543642.241918
2264734,374687.230218
2264735,182479.743126
