id,price_usd
3632,814432.401456
3633,213506.791528
2263404,219891.971955
2263405,90911.044783
2263406,157846.115981
2263407,90911.044783
2263408,90911.044783
2263409,90911.044783
2263410,161792.951079
2263411,183070.336324
2263412,183070.336324
2263413,183070.336324
2263415,194590.463595
2263416,642170.53496
2263417,111381.451885
2263418,111381.451885
2263419,111381.451885
2263420,111381.451885
2263421,111381.451885
2263422,111381.451885
2263423,111381.451885
2263424,111381.451885
2263425,149136.945427
2263426,125273.906708
2263427,125273.906708
2263428,125273.906708
2263429,125273.906708
2263430,111381.451885
2263431,111381.451885
2263432,98569.7294522
2263433,98569.7294522
2263434,98569.7294522
2263436,98569.7294522
2263437,98569.7294522
2263438,111381.451885
2263439,98569.7294522
2263440,98569.7294522
2263441,111381.451885
2263442,111381.451885
2263443,111381.451885
2263444,111381.451885
2263445,222441.177797
2263453,114334.81793
2263460,194590.463595
2263461,194590.463595
2263464,109461.913565
2263467,99354.4665462
2263471,123785.52282
2263472,123785.52282
2263476,240135.715646
2263477,220541.199846
2263480,304873.328552
2263482,265598.272093
2263633,275767.404321
2263638,92666.6610705
2263652,150763.024693
2264067,6451.54681737
2264075,102341.50834
2264078,133499.629071
2264079,149776.436244
2264080,372782.006157
2264151,73351.9884809
2264153,103807.230611
2264155,292192.617853
2264158,87791.4311523
2264162,103601.208268
2264164,56728.7767233
2264168,270715.366609
2264173,56728.7767233
2264178,164163.701827
2264183,100537.868773
2264189,223706.840989
2264198,116461.928971
2264199,93036.6912572
2264206,100537.868773
2264212,100537.868773
2264215,100537.868773
2264218,100537.868773
2264219,506221.932238
2264221,100537.868773
2264227,166504.086179
2264229,506221.932238
2264234,158860.806606
2264240,36789.1110112
2264242,120770.12456
2264248,103726.236592
2264249,262461.509237
2264259,170538.24901
2264265,148694.981231
2264270,355779.468579
2264272,63619.4371543
2264274,331431.06042
2264284,169296.313391
2264285,118563.629768
2264286,118563.629768
2264290,255971.983387
2264296,117182.3519
2264298,339497.383591
2264305,90143.481898
2264312,195513.282752
2264318,105181.141267
2264320,144296.709541
2264323,270760.288814
2264376,270760.288814
2264474,610574.147028
2264479,138731.487088
2264482,92229.13853
2264491,87148.8492966
2264514,79155.1087867
2264518,144522.169064
2264525,88774.1907334
2264537,143273.302493
2264545,91794.4732824
2264549,69869.5207947
2264569,97743.326193
2264570,91883.4275206
2264571,97743.326193
2264572,91883.4275206
2264573,78770.4632704
2264574,119330.082747
2264575,64428.3183616
2264576,91883.4275206
2264577,78770.4632704
2264578,122721.966576
2264589,516834.127564
2264598,100537.868773
2264600,100537.868773
2264603,100537.868773
2264604,100537.868773
2264607,100537.868773
2264610,100537.868773
2264617,142407.016212
2264618,95540.2435553
2264619,285565.548606
2264629,156295.805118
2264633,87233.5663432
2264637,64783.3577694
2264686,132237.042605
2264690,89837.3497813
2264695,151235.932318
2264699,154023.390535
2264702,180770.359443
2264709,91794.4732824
2264714,95149.1217632
2264717,141681.364146
2264718,123953.25493
2264723,227788.754286
2264731,201278.772154
2264732,625509.392584
2264733,857746.694122
2264734,233612.529632
2264735,98375.4161538
2264736,559264.018185
2264737,708325.191592
2264744,559264.018185
2264745,452267.940256
2264747,559264.018185
2264756,87266.7859875
2264763,143967.134354
2264770,75734.2208429
2264773,285909.98364
2264774,285909.98364
2264780,294430.073082
2264785,131134.505801
2264795,162298.10219
2264796,244481.494054
2264798,294430.073082
2264799,379061.731403
