id,price_usd
3632,909754.5
3633,141377.38414578754
2263404,286243.62320000003
2263405,130367.71656060606
2263406,166337.77842666671
2263407,130367.71656060606
2263408,130367.71656060606
2263409,130367.71656060606
2263410,136200.0
2263411,159954.43533333336
2263412,159954.43533333336
2263413,159954.43533333336
2263415,236154.48857142858
2263416,749210.5263157892
2263417,98702.425400813
2263418,98702.425400813
2263419,98702.425400813
2263420,98702.425400813
2263421,98702.425400813
2263422,98702.425400813
2263423,98702.425400813
2263424,98702.425400813
2263425,135278.10128583657
2263426,126299.41438596496
2263427,126299.41438596496
2263428,126299.41438596496
2263429,126299.41438596496
2263430,98702.425400813
2263431,98702.425400813
2263432,93134.59939024392
2263433,93134.59939024392
2263434,93134.59939024392
2263436,93134.59939024392
2263437,93134.59939024392
2263438,98702.425400813
2263439,93134.59939024392
2263440,93134.59939024392
2263441,98702.425400813
2263442,98702.425400813
2263443,98702.425400813
2263444,98702.425400813
2263445,245812.0
2263453,128718.84528000001
2263460,255376.0
2263461,255376.0
2263464,114629.96016666667
2263467,164284.12986285714
2263471,126008.0
2263472,126008.0
2263476,205480.0
2263477,339190.0
2263480,244579.49714285717
2263482,227781.0
2263633,517533.33333333343
2263638,98745.86529999999
2263652,356124.2857142857
2264067,111404.69768
2264075,101113.5
2264078,148470.0
2264079,185835.12666666665
2264080,687632.0952380953
2264151,77812.84
2264153,137840.0
2264155,281400.0
2264158,90339.0909090909
2264162,105526.66666666666
2264164,74625.44
2264168,197587.84219999998
2264173,74625.44
2264178,208980.0
2264183,92751.37735238095
2264189,223653.3333333333
2264198,135189.81017142857
2264199,118024.00841666666
2264206,92751.37735238095
2264212,92751.37735238095
2264215,92751.37735238095
2264218,92751.37735238095
2264219,434046.1371428572
2264221,92751.37735238095
2264227,147192.6
2264229,434046.1371428572
2264234,181597.3492666667
2264240,119504.8746
2264242,93719.1066
2264248,94330.0
2264249,284710.0
2264259,203455.0
2264265,171897.3492666667
2264270,355850.0
2264272,128224.0
2264274,313220.0
2264284,155841.0924
2264285,91730.68642666665
2264286,91730.68642666665
2264290,350053.7190666667
2264296,306180.0
2264298,266991.9611428571
2264305,76423.69
2264312,335620.0
2264318,145988.02333008655
2264320,136595.45454545453
2264323,525620.0
2264376,525620.0
2264474,408332.8
2264479,118431.99532307692
2264482,123791.08646666666
2264491,136256.0
2264514,118958.71652272728
2264518,126534.66666666669
2264525,117540.0
2264537,153618.34786666665
