id,price_usd
3632,68949.95189700727
3633,491737.94208405685
2263404,196041.2987370023
2263405,196048.1878717651
2263406,196048.18787176488
2263407,196048.1878717651
2263408,196048.1878717651
2263409,196048.1878717651
2263410,364646.4265305582
2263411,491743.34091619647
2263412,491743.34091619647
2263413,491743.34091619647
2263415,364639.2562066218
2263416,364647.88871426095
2263417,196037.67139665832
2263418,196037.67139665832
2263419,196037.67139665832
2263420,196037.67139665832
2263421,196037.67139665832
2263422,196037.67139665832
2263423,196037.67139665832
2263424,196037.67139665832
2263425,196037.6713966581
2263426,196037.67139665806
2263427,196037.67139665806
2263428,196037.67139665806
2263429,196037.67139665806
2263430,196037.67139665832
2263431,196037.67139665832
2263432,196037.67139665832
2263433,196037.67139665832
2263434,196037.67139665832
2263436,196037.67139665832
2263437,196037.67139665832
2263438,196037.67139665832
2263439,196037.67139665832
2263440,196037.67139665832
2263441,196037.67139665832
2263442,196037.67139665832
2263443,196037.67139665832
2263444,196037.67139665832
2263445,196048.58153660718
2263453,491738.53258132166
2263460,364639.2562066218
2263461,364639.2562066218
2263464,491737.88584622135
2263467,68958.58440465073
2263471,-106343.30467617989
2263472,-106351.0936162991
2263476,196041.3549748364
2263477,68957.93766954757
2263480,196041.38309375377
2263482,196040.34269381015
2263633,667033.8418354716
2263638,68954.95706430633
2263652,-106346.56647060247
2264067,196043.57636931163
2264075,68958.58440465078
2264078,244249.59146444596
2264079,196048.58153660788
2264080,667032.407770688
2264151,68951.49843746654
2264153,244252.60018860834
2264155,244259.32060986286
2264158,68951.21724829252
2264162,68957.6845992936
2264164,68958.27509655943
2264168,244254.4560371554
2264173,68958.27509655943
2264178,68957.93766954966
2264183,196048.4409420212
2264189,68958.58440465009
2264198,244254.45603715646
2264199,-106348.59103265079
2264206,196048.4409420212
2264212,196048.4409420212
2264215,196048.4409420212
2264218,196048.4409420212
2264219,491730.6874033665
2264221,196048.4409420212
2264227,196048.44094202056
2264229,491730.6874033665
2264234,196048.44094202004
2264240,68952.93250225368
2264242,68958.58440465078
2264248,68958.21885872434
2264249,364640.04353630816
2264259,491730.60304661526
2264265,196048.4409420201
2264270,68958.58440464956
2264272,-106338.52446022088
2264274,196040.34269380954
2264284,68950.68298886105
2264285,68950.68298886198
2264286,68950.68298886198
2264290,539954.1362272863
2264296,371355.1664766412
2264298,196041.38309375365
2264305,196048.5815366088
2264312,539943.7603467667
2264318,364647.8887142635
2264320,196040.342693811
2264323,196049.22827170635
2264376,196049.22827170635
2264474,364647.88871426194
2264479,196036.743472384
2264482,68957.79707496279
2264491,244264.5226095852
2264514,196041.3268559199
2264518,68957.93766954992
2264525,68948.06792954309
2264537,196041.77675859717
2264545,68946.7182215086
2264549,196041.77675859816
2264569,196041.776758598
2264570,196041.776758598
2264571,196041.776758598
2264572,196041.776758598
2264573,196041.776758598
2264574,196041.77675859752
2264575,196041.7767585984
2264576,196041.776758598
2264577,196041.776758598
2264578,196041.77675859752
2264589,68958.58440464793
2264598,196048.4409420212
2264600,196048.4409420212
2264603,196048.4409420212
2264604,196048.4409420212
2264607,196048.4409420212
2264610,196048.4409420212
2264617,244249.59146444572
2264618,196048.91896361715
2264619,491737.0985165339
2264629,-106350.02509743813
2264633,-106343.72645994101
2264637,196050.52174190772
2264686,244257.21169106005
2264690,68952.37012390551
2264695,196041.3830937544
2264699,491726.04778199655
2264702,244260.10793955435
2264709,68946.7182215086
2264714,68954.9570643061
2264717,491737.07039761695
2264718,68957.93766955042
2264723,-106355.4239295788
2264731,196041.3830937543
2264732,68950.71110777336
2264733,364639.25620661944
2264734,667028.4711222546
2264735,68962.94283684695
2264736,364640.0435363037
2264737,364641.9275037729
2264744,364640.0435363037
2264745,68949.69882675126
2264747,364640.0435363037
2264756,68958.58440465073
2264763,244251.89721567376
2264770,68958.58440465096
2264773,196050.5217419079
2264774,196040.34269380986
2264780,68952.93250225147
2264785,68945.87465398625
2264795,244255.32772359607
2264796,68958.58440465009
2264798,68952.93250225147
2264799,68959.87787484907
2264800,196041.83299643308
2264801,364647.24197916256
2264807,68958.58440464974
2264808,68958.44381006336
2264811,68949.7550645846
2264812,68958.44381006266
2264813,244253.0219723696
2264818,68958.44381006266
2264835,196040.28645597474
2264838,68946.40891341722
2264847,-106350.30628661392
2264851,364639.9872984737
2264878,68958.21885872475
2264880,371342.68167731585
2264888,196049.22827170865
2264890,68957.68459929436
2264893,364646.4546494757
2264896,364640.04353630904
2264920,364640.043536309
2264924,68946.99941068245
2264925,68946.99941068256
2264927,68952.7075509126
2264929,364640.04353630886
2264940,364640.0435363095
2264943,364640.0435363096
2264946,364640.04353630973
2264952,244252.17840484413
2264960,364647.24197916366
2264970,491732.57137083134
2264971,364640.0435363095
2264975,364640.04353630973
2264976,491729.9000736802
2264981,68958.21885872481
2264986,539941.9326171344
2264989,-106348.98469749419
2264992,68957.03786418884
2264994,68946.99941068253
2264997,68957.57212362374
2265009,-106354.77719448
2265015,68952.62319416247
2265019,-106350.78430821246
2265023,-106348.98469749576
2265028,491729.70324125874
2265029,68958.58440464927
2265031,244251.27859947958
2265038,68948.91149706562
2265045,244247.9324483137
2265046,491730.6874033666
2265055,68946.09960532314
2265057,68958.5844046484
2265059,68947.0275295988
2265060,491738.53258132114
2265063,68950.682988861
2265085,68946.74634042566
2265086,68951.4984374659
2265087,68950.57051319175
2265097,491729.9000736803
2265098,68949.22080515738
2265133,364647.88871426356
2265145,364647.2419791586
2265155,364640.04353630927
2265180,196049.22827170885
2265183,364647.1013845758
2265192,68950.09249159638
2265193,539937.546066021
2265194,371343.6658394247
2265195,244248.24175640818
2265196,539937.546066021
2265220,68952.53883740972
2265226,-106351.76847031736
2265230,539954.4455353722
2265232,-106338.44010346977
2265236,196040.34269380916
2265246,68958.21885872481
2265257,196037.36208856647
2265258,196040.06150463637
2265259,68957.6845992936
2265263,68957.6845992936
2265267,68949.4176375788
2265270,68949.4176375788
2265513,364647.8887142627
2265537,539941.2858820306
2265542,68958.58440464956
2265545,244250.43503196567
2265547,244250.43503196578
2265549,68946.69010259127
2265551,-106348.67538940633
2265552,68948.91149706562
2265553,68948.91149706562
2265554,68948.91149706562
2265555,68948.91149706562
2265556,68949.75506458734
2265557,68948.91149706562
2265558,68948.91149706562
2265559,68948.91149706533
2265560,68948.91149706533
2265561,68948.91149706533
2265562,68948.91149706533
2265563,68948.91149706498
2265564,68948.91149706498
2265565,68948.91149706498
2265566,68948.91149706498
2265567,68948.91149706498
2265568,68948.91149706498
2265569,68948.91149706498
2265570,68946.69010259127
2265571,68946.69010259127
2265572,68946.69010259127
2265573,68946.69010259127
2265574,68946.69010259127
2265599,244259.20813419393
2265603,-106353.34312969132
2265606,68957.6845992941
2265607,364646.98890890647
2265610,68948.18040521265
2265611,68957.68459929415
2265613,196048.3284663519
2265614,244259.20813419693
